epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,7020.84,0.99754,1.5708,1.01949,1.17573,0.74022,0.63757,0.67649,0.47818,0.67048,0.62477,0.62221,0.30255,1.27305,1.56689,1.44962,1.39286,0.00146896,0.00146896,0.00146896
14,7588.16,0.97761,1.54296,0.99252,1.16184,0.82071,0.65108,0.71727,0.53192,0.79644,0.63789,0.68093,0.39128,1.18706,1.47736,1.31075,1.33224,0.00145246,0.00145246,0.00145246
15,8121.55,0.96926,1.52873,1.00485,1.16782,0.75134,0.6955,0.71201,0.51788,0.72311,0.67775,0.66363,0.40691,1.21241,1.46132,1.28589,1.35408,0.00143595,0.00143595,0.00143595
16,8663.12,0.98164,1.56964,0.99737,1.16271,0.84136,0.65617,0.71011,0.52827,0.81836,0.64068,0.67713,0.40789,1.2071,1.46263,1.2956,1.37511,0.00141945,0.00141945,0.00141945
17,9202.14,0.97643,1.54693,0.99568,1.16984,0.74189,0.66515,0.71048,0.53494,0.70367,0.6653,0.67764,0.40009,1.19046,1.51758,1.30704,1.32807,0.00140295,0.00140295,0.00140295
18,9770.13,0.95841,1.48487,0.97245,1.14358,0.74075,0.69178,0.67724,0.50334,0.72216,0.67908,0.64683,0.39822,1.18503,1.50157,1.31825,1.32475,0.00138644,0.00138644,0.00138644
19,10308.1,0.96877,1.5402,0.98573,1.16053,0.77899,0.7109,0.72593,0.55209,0.76815,0.69365,0.69438,0.42157,1.15024,1.42,1.22537,1.30802,0.00136994,0.00136994,0.00136994
20,10794,0.9458,1.52685,0.96117,1.14084,0.76056,0.67345,0.68314,0.50025,0.70241,0.63648,0.60567,0.32813,1.19985,1.52684,1.33247,1.34076,0.00135344,0.00135344,0.00135344
21,11355.5,0.9488,1.51029,0.9669,1.14349,0.72912,0.70974,0.70474,0.53592,0.71384,0.702,0.67063,0.41618,1.12815,1.44677,1.2932,1.27838,0.00133693,0.00133693,0.00133693
22,11923.6,0.96815,1.54463,0.97883,1.15641,0.61109,0.54224,0.54879,0.3763,0.56672,0.52608,0.49588,0.27968,1.33704,1.85527,1.78888,1.4436,0.00132043,0.00132043,0.00132043
23,12467.2,0.92932,1.51083,0.93464,1.13621,0.78168,0.70782,0.72862,0.53318,0.75683,0.68588,0.68943,0.43195,1.1715,1.41728,1.26278,1.35075,0.00130393,0.00130393,0.00130393
24,12943.8,0.95278,1.50705,0.97431,1.14997,0.79002,0.6921,0.70953,0.52143,0.77491,0.67539,0.68247,0.40895,1.14421,1.37773,1.25446,1.27891,0.00128742,0.00128742,0.00128742
25,13443.1,0.93394,1.50332,0.92683,1.13053,0.78166,0.71053,0.71971,0.54736,0.77215,0.6924,0.69491,0.42592,1.13701,1.42943,1.22362,1.31339,0.00127092,0.00127092,0.00127092
26,14001.7,0.94287,1.51334,0.93461,1.13587,0.77326,0.69293,0.70835,0.53591,0.75544,0.67664,0.66571,0.41235,1.17056,1.42216,1.24942,1.3264,0.00125442,0.00125442,0.00125442
27,14515.9,0.95224,1.52437,0.96773,1.14015,0.80047,0.71398,0.73461,0.5682,0.79467,0.70046,0.70464,0.43879,1.09951,1.47725,1.18767,1.25303,0.00123791,0.00123791,0.00123791
28,15076.5,0.9484,1.50655,0.95505,1.14833,0.75146,0.71967,0.72685,0.56089,0.73598,0.6966,0.68631,0.43623,1.1107,1.42829,1.22914,1.26437,0.00122141,0.00122141,0.00122141
29,15533.9,0.93197,1.51169,0.93555,1.13664,0.76798,0.71292,0.71398,0.52744,0.74747,0.69637,0.67946,0.41468,1.12684,1.42862,1.20242,1.28359,0.00120491,0.00120491,0.00120491
30,16093.7,0.93878,1.51344,0.9202,1.1359,0.77049,0.71471,0.73262,0.54727,0.75158,0.69551,0.69313,0.42016,1.12754,1.405,1.22964,1.29472,0.0011884,0.0011884,0.0011884
31,16660.6,0.93315,1.49281,0.94395,1.13442,0.79828,0.70912,0.74065,0.56621,0.78665,0.69116,0.70122,0.43898,1.12647,1.43675,1.19926,1.28929,0.0011719,0.0011719,0.0011719
32,17251.7,0.92733,1.49948,0.94401,1.14047,0.76546,0.72121,0.7438,0.56333,0.73919,0.70615,0.69942,0.43528,1.09809,1.42013,1.1875,1.26863,0.0011554,0.0011554,0.0011554
33,17788,0.93165,1.51245,0.93013,1.13255,0.79455,0.69646,0.73545,0.5653,0.77779,0.67258,0.69895,0.42648,1.10047,1.41256,1.20469,1.26599,0.00113889,0.00113889,0.00113889
34,18439.5,0.91264,1.49466,0.90785,1.1273,0.78241,0.70758,0.74456,0.58601,0.79722,0.67599,0.70425,0.42487,1.09219,1.41226,1.20577,1.24435,0.00112239,0.00112239,0.00112239
35,18945.4,0.89339,1.47959,0.89755,1.11777,0.82643,0.68513,0.73962,0.58192,0.82863,0.6571,0.7025,0.43699,1.08315,1.4556,1.16659,1.24983,0.00110589,0.00110589,0.00110589
36,19461.4,0.91634,1.49758,0.91346,1.12545,0.80741,0.72617,0.74869,0.57779,0.77463,0.69903,0.70391,0.44722,1.08356,1.42418,1.18884,1.24035,0.00108938,0.00108938,0.00108938
37,19943.7,0.90442,1.47379,0.91798,1.12579,0.80429,0.70674,0.73005,0.56642,0.79421,0.68435,0.68724,0.44334,1.10737,1.45503,1.20246,1.25592,0.00107288,0.00107288,0.00107288
38,20491.2,0.92563,1.49705,0.92101,1.12916,0.8059,0.72661,0.75081,0.59407,0.7806,0.71003,0.71472,0.46334,1.06232,1.43474,1.155,1.23637,0.00105638,0.00105638,0.00105638
39,20964.3,0.88787,1.442,0.86893,1.11374,0.81743,0.67186,0.72814,0.56354,0.78837,0.66397,0.68275,0.39742,1.1267,1.45957,1.1829,1.30203,0.00103987,0.00103987,0.00103987
40,21531.5,0.88115,1.48707,0.87848,1.10663,0.79354,0.71068,0.72187,0.54255,0.77063,0.69457,0.68325,0.41304,1.11362,1.44505,1.18297,1.2838,0.00102337,0.00102337,0.00102337
41,22058.2,0.90524,1.4748,0.88267,1.11722,0.77688,0.72276,0.74792,0.58805,0.84484,0.67413,0.7164,0.44442,1.07427,1.42184,1.15486,1.24914,0.00100687,0.00100687,0.00100687
42,22639.9,0.89136,1.46901,0.88763,1.11174,0.74971,0.71285,0.73649,0.58342,0.75494,0.69147,0.69997,0.43726,1.07217,1.45515,1.15986,1.23639,0.000990365,0.000990365,0.000990365
43,23119.4,0.87832,1.44302,0.86043,1.10763,0.79038,0.71386,0.73859,0.58368,0.80835,0.66807,0.69603,0.44077,1.06257,1.43316,1.14182,1.24337,0.000973861,0.000973861,0.000973861
44,23653,0.88832,1.46943,0.87904,1.11386,0.80085,0.71627,0.72627,0.55608,0.78756,0.7095,0.7014,0.42759,1.0653,1.45687,1.1443,1.23463,0.000957358,0.000957358,0.000957358
45,24143.1,0.87644,1.44328,0.87082,1.10803,0.81992,0.69996,0.7327,0.5776,0.81047,0.69327,0.70022,0.42935,1.07559,1.477,1.16937,1.24901,0.000940855,0.000940855,0.000940855
46,24767.3,0.88187,1.46203,0.87555,1.11092,0.79416,0.70188,0.72837,0.576,0.78043,0.67508,0.68665,0.4306,1.05045,1.42875,1.14792,1.21882,0.000924352,0.000924352,0.000924352
47,25265.2,0.88136,1.46181,0.87774,1.10834,0.80287,0.69587,0.71779,0.57799,0.78028,0.6701,0.67487,0.42605,1.01384,1.40596,1.13422,1.19015,0.000907848,0.000907848,0.000907848
48,25757.4,0.85683,1.44367,0.83812,1.09514,0.79701,0.69954,0.73857,0.58518,0.77381,0.68405,0.69779,0.43939,1.04314,1.42342,1.14835,1.22529,0.000891345,0.000891345,0.000891345
49,26255.3,0.89669,1.48008,0.87498,1.11313,0.82801,0.69178,0.74478,0.59226,0.81042,0.67847,0.70958,0.44835,1.04889,1.41971,1.13796,1.21564,0.000874842,0.000874842,0.000874842
50,26756.1,0.85584,1.42548,0.81638,1.09805,0.78597,0.71838,0.74649,0.58608,0.77417,0.70037,0.70897,0.44126,1.07449,1.44342,1.15993,1.23779,0.000858338,0.000858338,0.000858338
51,27247,0.86888,1.4447,0.85458,1.10079,0.79482,0.71099,0.74323,0.58677,0.77316,0.69356,0.70464,0.44753,1.05516,1.42992,1.14406,1.22138,0.000841835,0.000841835,0.000841835
52,27788.3,0.87043,1.46372,0.85994,1.09839,0.81313,0.70914,0.7459,0.58419,0.81283,0.68683,0.71246,0.44612,1.03637,1.46319,1.12289,1.20941,0.000825332,0.000825332,0.000825332
53,28272.8,0.8518,1.43427,0.84381,1.09098,0.81942,0.7184,0.74159,0.58624,0.79618,0.69656,0.6975,0.44402,1.02816,1.47164,1.11779,1.19981,0.000808828,0.000808828,0.000808828
54,28806.9,0.85724,1.43566,0.83332,1.09875,0.80908,0.70202,0.73116,0.56376,0.78825,0.67359,0.69254,0.43522,1.05471,1.42011,1.13107,1.21658,0.000792325,0.000792325,0.000792325
55,29287.6,0.85589,1.43557,0.81947,1.09202,0.80809,0.69489,0.72934,0.57671,0.82559,0.66949,0.7063,0.44837,1.06685,1.42412,1.11949,1.23975,0.000775822,0.000775822,0.000775822
56,29816.2,0.83449,1.42847,0.81675,1.09538,0.82363,0.71234,0.74035,0.59185,0.79638,0.69302,0.70187,0.44513,1.04389,1.4687,1.10669,1.22106,0.000759318,0.000759318,0.000759318
57,30306.4,0.85868,1.46039,0.81528,1.09157,0.82382,0.72153,0.75022,0.59478,0.78828,0.69334,0.69881,0.43757,1.05457,1.46124,1.10113,1.21703,0.000742815,0.000742815,0.000742815
58,30960.6,0.85887,1.42731,0.83227,1.09441,0.85035,0.68096,0.74398,0.57736,0.82222,0.66423,0.70232,0.44392,1.0352,1.42415,1.10487,1.20441,0.000726312,0.000726312,0.000726312
59,31458.1,0.84222,1.40603,0.81684,1.08761,0.82214,0.70951,0.74673,0.59796,0.79616,0.69133,0.70598,0.45545,1.04674,1.44791,1.09973,1.22817,0.000709809,0.000709809,0.000709809
60,32087.3,0.85867,1.45472,0.82446,1.09843,0.79817,0.69197,0.73183,0.57862,0.79761,0.67414,0.70122,0.44968,1.0269,1.43227,1.10618,1.20767,0.000693305,0.000693305,0.000693305
61,32560.9,0.83291,1.39808,0.80566,1.09103,0.84456,0.71223,0.74745,0.59995,0.81944,0.69952,0.71058,0.45881,1.01364,1.45328,1.08695,1.20839,0.000676802,0.000676802,0.000676802
62,33099.6,0.82401,1.42489,0.7911,1.08075,0.8312,0.68313,0.72597,0.57237,0.80144,0.66454,0.68026,0.43223,1.02509,1.48377,1.12125,1.20587,0.000660299,0.000660299,0.000660299
63,33632,0.86438,1.41491,0.82267,1.09911,0.82634,0.6921,0.73469,0.57865,0.79388,0.67331,0.68991,0.44028,1.06269,1.45888,1.09557,1.23638,0.000643795,0.000643795,0.000643795
64,34183.9,0.82836,1.39942,0.81398,1.08392,0.81302,0.70498,0.74346,0.57514,0.80329,0.68572,0.70638,0.43994,1.05672,1.45597,1.09808,1.23768,0.000627292,0.000627292,0.000627292
65,34707.8,0.82264,1.41515,0.78634,1.08041,0.84533,0.7144,0.75693,0.59272,0.82287,0.70355,0.7172,0.45244,1.03091,1.45137,1.07211,1.21271,0.000610789,0.000610789,0.000610789
66,35283.5,0.83413,1.41968,0.80905,1.08369,0.84661,0.67308,0.74325,0.58061,0.82569,0.66209,0.70727,0.44872,1.03046,1.46068,1.10934,1.21494,0.000594286,0.000594286,0.000594286
67,35754.6,0.83246,1.4099,0.79496,1.08399,0.83379,0.70016,0.75483,0.58949,0.80907,0.68621,0.71244,0.45131,1.0314,1.43144,1.08806,1.21991,0.000577782,0.000577782,0.000577782
68,36283.9,0.83244,1.4107,0.78968,1.087,0.81153,0.70882,0.74337,0.59185,0.7899,0.68784,0.70421,0.44431,1.04437,1.42879,1.0988,1.21798,0.000561279,0.000561279,0.000561279
69,36771.7,0.83592,1.42153,0.7742,1.07774,0.82412,0.72127,0.76325,0.60919,0.80894,0.70045,0.72024,0.45556,1.02531,1.43078,1.09168,1.21303,0.000544776,0.000544776,0.000544776
70,37239.6,0.81663,1.40337,0.77852,1.06832,0.84339,0.71235,0.7609,0.61533,0.83498,0.69798,0.72461,0.46647,1.00588,1.44002,1.08861,1.19647,0.000528272,0.000528272,0.000528272
71,37701.9,0.80791,1.39149,0.75363,1.0701,0.79284,0.73306,0.7498,0.60113,0.81076,0.70465,0.71041,0.45789,1.01665,1.43146,1.07063,1.19978,0.000511769,0.000511769,0.000511769
72,38290.6,0.82362,1.41936,0.78268,1.07385,0.79981,0.7093,0.7555,0.60801,0.82648,0.66337,0.71193,0.45344,1.00738,1.44065,1.08937,1.1824,0.000495266,0.000495266,0.000495266
73,38774.7,0.81795,1.38596,0.76385,1.07223,0.78359,0.7226,0.74678,0.59639,0.76758,0.70825,0.70579,0.44456,1.034,1.44866,1.08688,1.21749,0.000478762,0.000478762,0.000478762
74,39302.1,0.81441,1.397,0.77774,1.07131,0.79898,0.70666,0.74687,0.59831,0.77573,0.68528,0.70513,0.44433,1.01539,1.46656,1.09743,1.1858,0.000462259,0.000462259,0.000462259
75,39840.4,0.80156,1.38516,0.75249,1.05947,0.77274,0.72555,0.76012,0.60969,0.80243,0.66825,0.70584,0.44988,1.00074,1.46195,1.07896,1.18187,0.000445756,0.000445756,0.000445756
76,40370.2,0.80659,1.39357,0.7554,1.07225,0.849,0.70108,0.73843,0.59723,0.8398,0.67599,0.70047,0.44227,1.01281,1.43125,1.09274,1.19936,0.000429253,0.000429253,0.000429253
77,40885.5,0.80336,1.36485,0.74683,1.06623,0.8378,0.69551,0.74678,0.60015,0.81783,0.67568,0.69927,0.45085,1.00175,1.44302,1.07584,1.18287,0.000412749,0.000412749,0.000412749
78,41352.2,0.78827,1.36503,0.74025,1.06237,0.83569,0.68015,0.7364,0.59131,0.81492,0.66776,0.69338,0.44207,0.99758,1.45729,1.08092,1.18565,0.000396246,0.000396246,0.000396246
79,41859.3,0.80483,1.38434,0.76198,1.06669,0.8494,0.69458,0.73405,0.58641,0.82302,0.67847,0.69435,0.43924,1.00689,1.44891,1.07678,1.1904,0.000379743,0.000379743,0.000379743
80,42483.9,0.78027,1.359,0.72253,1.06316,0.8564,0.69365,0.75674,0.61925,0.83816,0.68094,0.72251,0.46568,0.97511,1.44409,1.07792,1.16136,0.000363239,0.000363239,0.000363239
81,43012.3,0.80371,1.36806,0.73808,1.06643,0.82191,0.68994,0.75289,0.60445,0.80621,0.67653,0.71307,0.45671,1.00359,1.46493,1.08812,1.18114,0.000346736,0.000346736,0.000346736
82,43560,0.78595,1.37868,0.75178,1.06294,0.83197,0.71038,0.75865,0.61357,0.83232,0.69262,0.72268,0.46213,0.98488,1.45272,1.05614,1.16812,0.000330233,0.000330233,0.000330233
83,44039.4,0.79591,1.36474,0.75897,1.06338,0.81342,0.71533,0.74785,0.60167,0.79194,0.7022,0.71035,0.44761,0.99524,1.4369,1.07223,1.17859,0.000313729,0.000313729,0.000313729
84,44551.4,0.79615,1.3769,0.74968,1.06193,0.80356,0.71881,0.73504,0.59199,0.78424,0.69815,0.69358,0.44509,1.0107,1.47173,1.07337,1.18778,0.000297226,0.000297226,0.000297226
85,45029.1,0.7875,1.37304,0.73419,1.05405,0.8245,0.72236,0.74437,0.60047,0.80624,0.70397,0.70969,0.44993,0.99236,1.47053,1.05673,1.1841,0.000280723,0.000280723,0.000280723
86,45691.5,0.78228,1.35572,0.74209,1.04577,0.8337,0.72585,0.77022,0.62763,0.81941,0.70676,0.7308,0.47092,0.99031,1.46133,1.06518,1.17624,0.00026422,0.00026422,0.00026422
87,46172.5,0.78,1.34049,0.73746,1.05235,0.81562,0.73428,0.75528,0.60688,0.7991,0.72231,0.71589,0.45831,0.98501,1.48167,1.07543,1.16884,0.000247716,0.000247716,0.000247716
88,46790.6,0.77409,1.37379,0.73114,1.05048,0.83665,0.72614,0.77243,0.62771,0.81771,0.70758,0.73424,0.47019,0.98433,1.47418,1.0501,1.16968,0.000231213,0.000231213,0.000231213
89,47273.2,0.77713,1.34549,0.7222,1.05664,0.83329,0.71313,0.75178,0.59998,0.81986,0.70046,0.71371,0.45302,0.99326,1.46496,1.06065,1.17816,0.00021471,0.00021471,0.00021471
90,47791,0.77692,1.37026,0.71754,1.05262,0.82571,0.71958,0.75279,0.59699,0.80245,0.69427,0.70541,0.4443,1.00272,1.45185,1.05218,1.18826,0.000198206,0.000198206,0.000198206
91,48348.4,0.74789,1.11037,0.77828,1.14902,0.84415,0.71068,0.74647,0.59902,0.81952,0.68883,0.7051,0.44623,1.01648,1.48702,1.0635,1.20688,0.000181703,0.000181703,0.000181703
92,48875.6,0.73486,1.10417,0.75499,1.13127,0.78634,0.74655,0.77012,0.62727,0.83364,0.67485,0.72609,0.46542,0.99312,1.4916,1.05137,1.18224,0.0001652,0.0001652,0.0001652
93,49318.2,0.73214,1.098,0.73676,1.12675,0.84565,0.72121,0.77052,0.63108,0.82816,0.70572,0.73219,0.47094,0.98155,1.48976,1.03772,1.17267,0.000148696,0.000148696,0.000148696
94,49887.4,0.73152,1.09574,0.72843,1.12447,0.80493,0.7367,0.76555,0.62718,0.78061,0.71935,0.7285,0.46651,0.98298,1.47868,1.03855,1.17953,0.000132193,0.000132193,0.000132193
95,50347.9,0.72285,1.08283,0.72686,1.12654,0.84533,0.70134,0.76192,0.62293,0.84204,0.68962,0.723,0.45941,0.97917,1.49329,1.03756,1.17512,0.00011569,0.00011569,0.00011569
96,50875.4,0.71134,1.0862,0.70904,1.12199,0.84416,0.69105,0.7608,0.62132,0.8273,0.67878,0.72266,0.46789,0.98582,1.47797,1.04135,1.17992,9.91865e-05,9.91865e-05,9.91865e-05
97,51426.9,0.71056,1.09317,0.70778,1.11414,0.8178,0.70449,0.76142,0.62497,0.79769,0.69303,0.72168,0.46615,0.98011,1.47864,1.03756,1.17797,8.26832e-05,8.26832e-05,8.26832e-05
98,51964.6,0.70026,1.08225,0.6939,1.10306,0.83632,0.71223,0.76207,0.62642,0.81139,0.68567,0.72322,0.46542,0.97893,1.48756,1.02538,1.17889,6.61799e-05,6.61799e-05,6.61799e-05
99,52430,0.71025,1.08245,0.7075,1.1213,0.78892,0.74273,0.76499,0.63185,0.76318,0.72373,0.72591,0.46635,0.97445,1.48763,1.02152,1.17746,4.96766e-05,4.96766e-05,4.96766e-05
100,52902.2,0.69264,1.08592,0.70539,1.09779,0.80909,0.72196,0.76622,0.62944,0.81997,0.68754,0.72807,0.46996,0.97376,1.48464,1.02528,1.17447,3.31733e-05,3.31733e-05,3.31733e-05
